14755	48468
26136	25890
3237	16826
3663	22683
2856	9641
17263	29492
8855	22611
2208	3893
18037	15382
16567	24991
2279	6249
8971	1206
13687	4977
6297	11391
6898	9955
9272	20179
14990	28862
20217	7668
4784	17436
5094	10161
4535	24124
2066	10421
29385	6164
48634	15831
584	599
4918	18221
32173	42347
1565	13976
14911	3931
14795	11529
11367	6982
13167	17066
22280	8074
1143	15386
31362	53358
1244	13296
21966	46312
7899	23192
3624	27820
12321	9147
7649	15728
12316	8414
6615	11078
2083	5217
583	110
19795	50202
27241	25038
133	9226
24509	33036
3388	14252
5212	11195
2586	900
11525	9041
4130	13576
6874	18094
13055	4662
11216	12795
5700	18369
368	8866
9937	12154
5043	2355
12011	16029
7941	7945
2479	5441
14787	1512
7032	14549
8608	8418
10736	5969
1615	12159
16650	13122
7852	7841
10605	18451
11877	16328
1458	31018
15759	25193
13781	12762
29095	25124
13011	22346
14204	14267
603	8627
1913	5438
3976	2294
3635	11798
17096	9877
10179	13103
13011	10884
12976	1917
6709	21835
3889	14956
13941	26845
2670	13435
11117	10169
10103	22096
13076	25180
18711	14050
4565	7912
5081	1929
4787	8749
1602	15450
7599	3663
4428	5666
19332	21759
3732	3669
2208	37103
26832	23724
3463	3523
1326	1331
1210	2398
1942	19579
405	8915
1901	3751
8800	39615
4856	6287
6381	47762
8729	1711
1528	37020
4616	8551
2487	39531
15910	15914
10598	12358
1622	52812
34612	7602
6865	41500
13855	27574
22285	16171
7378	7358
3072	2032
2576	48618
41041	21045
10179	10202
23420	33454
8630	32668
6282	11118
1996	7371
13033	8765
4960	19041
11522	508
17215	5973
6591	9592
17204	4447
18940	9045
17102	7540
8774	16041
5225	6381
6321	19581
437	46125
13403	19358
14117	3715
3131	1049
7373	5821
8839	11015
10359	21676
6615	6690
29900	30648
8620	23714
8492	1094
6125	13583
35052	26833
13867	29441
5761	8514
9293	18618
10598	44287
23923	38838
2103	1943
36977	24367
9999	17174
8163	6240
19223	19290
9999	1562
1532	14655
10721	22913
11022	24767
24509	29865
5091	8885
2310	12406
4308	4314
5629	19803
22297	35834
3030	42510
19661	30256
4847	13344
15892	4809
6720	18767
31383	44287
13717	7884
1908	5448
7450	5352
1307	3079
1493	14734
1996	759
13436	17386
22738	14914
36815	24543
10333	20857
471	1446
1996	19228
5754	17891
8940	18612
38553	10638
2250	4705
22356	27217
17837	8287
17242	8146
43078	33860
1618	17988
32810	53463
3991	29506
8472	4856
19539	20763
15175	15135
5066	13855
5483	20787
8418	36925
37024	35353
4847	14020
2496	18767
1517	4887
44749	59028
8645	24476
7381	7217
5555	15104
2616	4353
5013	3985
5107	17186
108	24630
5527	16322
14245	22373
6028	30024
1551	8333
25750	35335
9823	11371
46450	46744
13819	14862
9828	9851
40278	37403
523	1220
15162	28260
8333	2586
16836	47825
17835	270
3129	3364
4981	7282
1996	6534
32398	10898
4169	7382
7899	33354
5663	5659
11591	11583
13313	52520
1469	9622
1122	1123
614	29043
4758	27661
6481	11175
6265	5873
9368	9991
17166	27278
5094	16175
1977	2290
24658	55136
3527	1838
28863	3682
1506	11654
2267	9926
8474	24957
4855	3679
2926	10739
7632	42163
19098	14345
49457	9426
3581	3633
3712	22683
4919	1786
6593	13704
2939	3186
20072	17561
1464	13260
19437	6856
13360	22956
18267	21155
27434	13517
16790	33750
21333	52699
7686	6366
6312	12561
7898	34961
133	8135
6282	11229
19064	7516
6065	6071
8757	29561
3921	19908
5035	10080
11642	12821
7550	8630
521	9364
31569	10641
13009	13001
8653	9814
41041	24949
24764	26703
16536	11804
7910	9198
7314	6593
6272	22614
26700	26309
8506	20288
14642	4026
15348	7580
2367	18607
8854	12572
24607	9129
2332	9215
10944	17876
5454	11271
10397	14645
1103	1900
10893	29593
40755	50088
1494	1526
43363	41532
8553	5074
11278	18830
9188	8029
5344	599
979	21273
10598	15281
8932	2924
39038	38924
4971	4563
14996	17176
1385	28321
4697	24018
7117	7765
9226	354
27408	37703
5354	4200
3673	36648
12335	12329
4975	14725
7570	20338
2331	25703
2873	3018
11848	14317
17577	40265
18856	23074
2983	40177
1209	511
6581	6811
7148	6857
6849	1670
6313	6951
2021	5237
423	20396
29140	14272
15051	15114
5054	16555
15664	28030
3708	3663
4545	31571
4267	2570
2941	17453
6419	2261
11115	12002
12413	22624
2189	16984
9199	11494
3184	13422
7156	4610
2513	7649
9859	20274
1506	24803
10980	10961
90	811
16027	32845
11174	9027
19284	19277
2678	23048
13670	7840
2983	15404
21966	23583
5107	19494
20978	13287
3388	25271
10737	8714
127	25018
39865	39874
26911	29091
40843	8946
3539	14639
3063	44837
3909	20550
13668	17728
21823	7271
24028	20624
5397	14273
3579	10332
12182	8633
10883	4438
25418	38569
21047	25619
5929	18552
286	8089
7530	11547
6126	29865
23	3112
4027	10643
7107	7097
7057	7101
2696	1290
12434	23844
8695	11683
9428	19635
14880	12148
16173	10255
1900	5100
35998	19816
15166	28672
869	13716
31645	39894
2727	7186
8850	42565
3081	15892
25717	6853
11069	7592
1613	45068
8300	12894
21587	21646
55929	49339
1300	2165
16671	3671
21033	26548
7911	17257
129	12611
8922	32986
1291	13340
3096	29708
19351	39428
8850	26918
23640	24662
385	13862
6432	8927
6317	5643
18298	6806
1854	12238
2044	21202
29185	3914
1463	38849
24999	33714
3015	2998
3895	17396
5108	8436
15882	13706
8695	17765
3543	15199
10338	25372
21827	28699
15275	37203
7317	8515
21776	41520
594	435
7111	3702
28250	18339
15808	30006
12526	24254
7647	7607
20578	34025
24968	19914
8563	4454
10615	10613
17821	25408
8988	8979
52758	4627
6662	18227
9599	9467
5405	19044
10040	38477
8332	19737
13314	7381
13694	46236
14548	14376
37463	40442
450	4973
13781	34301
8093	18891
8627	8413
3950	9734
9908	2467
7898	28271
31342	34356
7057	2442
15731	507
11004	46884
5431	14218
8615	10947
3730	19491
519	574
10080	13953
6211	44121
9631	18888
6027	9539
6429	18767
4591	4595
5978	4798
19402	16620
36560	58513
6174	6179
10095	10110
12319	33970
4787	17641
8834	2039
20794	22665
10049	1580
2927	11116
5078	1562
1207	20967
14815	17974
24971	32589
17413	6838
24999	26700
9631	18176
9056	26367
8615	17066
1853	527
3692	3604
23	6237
2362	3537
723	730
6272	13694
35234	12408
7413	21670
18613	21981
8392	10883
20126	8678
20611	51304
5344	5202
377	152
3301	3297
1968	4648
13125	8803
17206	885
12882	218
9015	11418
5288	26988
1588	1798
1244	25162
12422	21769
1084	5886
2719	7657
7318	10159
39705	12375
42723	48059
2555	17438
8180	10401
1682	12262
7691	47732
14112	38168
9208	3921
8940	27243
1482	4365
8598	19583
40082	25238
1786	4915
2893	485
471	2805
40281	37441
18497	13410
882	949
7362	9784
32696	12267
38844	49374
2935	15934
11702	19492
14795	45137
10182	12853
16088	26434
19422	3702
7616	6690
583	151
3591	16980
25106	49499
429	5057
3413	3410
5033	10167
15373	8369
5653	5659
207	2208
7586	16693
1771	3166
16678	21323
9937	688
22011	12013
38308	38307
27241	30372
1219	25519
158	16582
25734	22676
23946	47088
4531	5356
5401	2309
20742	25286
8568	2365
18668	1316
13852	1592
3131	7361
5962	58365
13013	8710
3876	9702
868	13032
15118	4711
9027	46389
38680	39537
17127	59770
16	7
8853	6642
8837	16637
10798	10803
9214	7022
2576	51304
14876	10154
4661	13108
46988	14157
10810	19693
3930	5594
26700	15502
13151	3516
8797	24680
19950	54538
18261	7833
508	16328
6743	29744
11875	16310
9623	9606
2876	2982
5189	23599
123	3376
19615	34691
3585	3649
4061	8358
24713	49206
45916	28292
491	12638
1329	10442
16690	45576
497	12430
11347	39994
8675	33844
22055	10221
5888	27270
28863	33811
10878	17392
13465	10899
28064	11753
6772	9365
2494	3015
21341	27528
4960	15566
14286	20125
25818	7540
1556	5836
16643	16796
5055	11844
16558	13799
4919	8547
17047	11851
5099	11379
5077	20777
19524	15303
10611	3294
20515	10287
14565	25036
18610	21058
1505	32265
471	4162
10050	810
5888	26151
23309	24594
4653	5704
3476	3373
3692	3663
3503	41768
20663	12281
2322	10914
2324	14069
8090	27243
5788	11862
3628	5153
18852	30535
1389	31447
2271	14664
27408	28280
1223	1173
14610	19428
26413	40970
6591	4454
8501	9199
3595	9730
35191	30535
5030	8704
849	2297
407	4121
3761	502
22479	15054
1904	11680
4837	9361
12607	14257
8919	12634
6896	6859
2555	4169
50736	18343
13311	24738
12645	15095
788	26935
22297	19772
1024	1012
9564	8146
7741	28020
5088	7578
5412	8614
9911	3682
8620	19763
4129	7689
12321	5136
3131	3147
7083	4940
3992	30410
33347	21053
25442	24653
7898	19496
3970	10446
38890	27226
8608	8653
17434	5254
899	4282
22613	39780
4914	12222
34194	35912
11501	8196
15282	11539
2075	7974
20320	30860
12241	4347
19793	8565
25472	17921
8850	17744
25415	16936
7599	8986
2754	1842
7656	17880
471	2930
17498	4176
38569	34517
9653	11929
12441	22604
7083	28976
41768	39394
31711	28228
6072	9400
24519	4766
12015	29070
24670	18697
1314	23206
5744	20073
13009	22666
2139	2143
7884	39937
2930	1533
1650	1654
1405	1623
37288	36191
8634	13469
29708	40796
11446	11416
9904	8605
975	4814
5508	8966
13533	55422
15833	7973
10351	6316
2037	26899
18315	19091
10582	40785
5310	9251
10032	11645
3579	9470
17724	3063
9825	9891
6957	39781
6313	5286
12969	8130
1029	12397
8803	17131
17022	15702
12751	14768
6942	29447
2038	18190
1913	1924
12024	20180
8624	8616
7711	10602
11337	30172
280	6872
6617	12541
7647	31218
18856	29506
13925	8130
554	12428
8592	8697
7626	8630
11777	37604
12535	43769
3628	22756
7377	3717
3403	19799
583	6266
13753	59975
3587	9620
11325	15742
5186	7511
12264	27334
8769	8767
11850	32625
2291	632
8695	8605
4836	6568
19422	34370
12843	7835
13167	13195
7765	43614
6472	38733
1971	1226
1293	4921
12035	34540
17664	23767
17152	50790
7599	1937
8352	6995
19621	21504
2342	29151
32668	20798
13342	1291
1080	1096
7201	4260
1814	42024
4895	25517
8376	1665
642	6870
10044	22947
5078	18672
11540	34756
7400	30911
1041	2345
3733	28921
20778	25350
10598	18653
19006	17812
12627	16791
8127	11820
8418	14217
1874	11318
24446	28140
12213	14275
7507	7090
16558	16560
12434	19424
3010	12431
2967	21543
1989	524
3910	14067
6718	6088
5077	28863
38225	20606
8271	5180
16887	16892
5061	20863
414	16559
8161	296
6096	21331
11089	9592
471	27073
279	7192
640	2308
1528	4374
8706	13009
1679	24687
13989	9954
9430	32352
18395	19217
2459	39733
489	3475
29331	30233
4714	7371
26562	42058
11286	37967
1107	6402
10303	20995
20742	24846
8919	14136
33721	26419
5225	45045
2133	2151
4165	24736
4958	6249
22806	22091
3986	8695
12281	15981
25663	31044
17165	4372
3708	10268
15166	41936
469	13184
8630	10690
18502	30166
2038	7922
3476	11489
1944	13054
1295	6468
18216	23970
31756	5464
3991	3972
20304	20398
1512	1782
19468	11835
40718	62376
14823	53219
1592	8904
17677	18755
18448	5710
12176	19579
15447	2492
1944	1949
19281	19217
471	5016
13584	12481
13579	4159
9590	9595
9991	23489
19576	27622
5036	11547
723	1568
9959	57567
5559	11077
10032	11947
10737	19367
15683	11151
19480	14913
15442	4139
20341	37722
20183	12251
13739	33264
5287	31262
25062	29095
433	6748
2298	9798
23870	22626
16680	13919
8823	225
12882	18465
17908	39068
2267	32392
11951	22954
2103	38699
2718	9626
13357	3784
1143	28663
1719	21324
3300	5450
12316	8136
33995	28929
17908	51440
29140	32287
8970	4991
5902	5888
8695	32398
5189	20736
5312	29216
9767	14995
1372	1020
2555	5187
11356	57793
238	278
9647	14334
8876	10698
589	12610
31756	33970
6711	44293
493	11985
7888	3695
4741	7223
20126	11837
22290	34505
34057	7187
2916	9959
4389	506
22352	23402
4535	12129
7148	19434
5088	1925
2332	7505
11289	9510
1619	38930
1614	3096
5559	25026
14705	31824
21853	5322
14296	13842
1212	9337
6887	31796
451	1079
3986	9198
471	9517
608	598
743	6033
17837	20995
1512	602
3143	7709
2616	495
5907	6871
14096	20770
15151	12012
7301	9740
18516	4703
13788	13806
12544	11391
1463	1724
10009	13509
38671	45666
16302	23349
25472	25465
2026	2040
10921	8281
3600	16288
8598	6266
38053	26537
2690	23414
5516	12576
25721	4715
4219	15860
126	25273
31416	31419
18592	9620
3822	17497
102	3721
1244	27251
806	14057
5168	12269
5017	3397
3732	19413
14693	3718
3625	23118
133	3997
2217	7495
3930	3933
28596	3215
650	495
6070	13415
8630	5146
423	54724
5635	5330
11830	39569
6748	10941
2418	4921
1528	31600
26701	11024
6027	728
5035	1660
4140	9401
4355	591
20347	36322
4429	4432
7830	28731
22297	32459
10269	3587
13851	9036
33611	33638
22290	43966
517	1964
3960	14908
1877	13760
5	1642
16643	5526
5713	7285
6126	40971
539	1429
9017	7984
7507	22755
12455	13637
481	6503
14082	19770
3616	5107
25379	14961
1656	9019
7510	13242
3516	21539
3732	36802
20320	4159
10105	17738
17572	19340
5446	4332
6896	2079
4709	39612
20120	25689
4129	39491
1513	11044
9226	32123
7828	7870
40878	17578
19105	16534
39729	33379
5187	12335
19115	36929
15506	17212
30401	41031
2670	11130
280	10300
7995	18464
23133	24591
25264	15282
15373	28281
10683	12515
2161	1414
12281	132
14371	14320
11371	4662
25062	30319
2767	264
13167	25471
13817	34817
2876	39748
534	4120
5170	5422
9052	20007
23951	23958
21587	22488
22397	11062
12239	7609
5070	29769
21397	23745
7678	37498
9017	32648
7002	6685
8479	1105
3928	25471
5620	15717
27253	34543
8904	15065
21141	21053
18940	17440
7122	5320
10931	36769
6373	13403
10933	27721
7920	22318
5177	10832
7333	433
10948	27218
9833	34833
5230	47961
4468	48975
17578	34181
6367	6211
12191	5943
9277	7024
8695	27312
14880	5119
6748	27127
2186	7508
800	31841
8392	50076
11753	11746
10928	36896
26703	20069
5381	15282
1457	30861
4291	4318
3977	19665
11642	8771
1942	25264
1385	16249
3986	24923
38539	14445
8546	870
1479	10499
7431	8990
20985	19983
17121	16393
554	38312
11716	14164
1656	8690
5414	27467
11847	11846
8948	39746
3095	14146
2336	6240
500	494
36977	25296
19505	20827
7201	23863
3595	29499
4905	7220
4241	12419
21347	23139
3414	5032
12264	16593
2331	11996
16331	27045
29492	5892
433	27128
26144	9362
468	11987
4990	15845
23923	1478
9292	28413
12321	5472
5145	20338
11283	11285
7111	10933
11315	17303
7823	13670
9825	5118
39339	42493
1514	20936
1317	5662
7156	10998
8850	17451
5423	31056
6368	7658
5189	19042
18512	46796
23018	24509
24034	11069
1389	13519
15095	10936
5344	12281
15731	16644
1900	13173
1563	7812
13577	13574
2322	19688
3614	24977
33208	39847
14661	12041
1916	31564
8545	8565
5953	8340
14095	36673
5131	7920
19373	27206
9546	5954
19137	51036
5879	34532
15616	24062
1928	17319
13606	12697
2332	31640
12767	21078
3910	3932
19036	38238
3403	20918
1193	13361
13464	10337
5325	25820
6374	10070
12213	17756
14174	6774
5793	5062
18251	17488
603	786
1083	1081
2512	8155
4796	26224
423	2555
27141	17020
7665	27949
16153	19168
9018	10322
6272	43173
4895	25516
10050	8178
31081	5168
5300	16310
2312	15846
13732	24310
8579	15100
22666	8405
1464	13667
6313	26150
2008	27750
26465	58834
11877	40237
7656	7010
11196	19281
2902	1224
22290	34981
8127	32228
28878	29061
7741	15200
3943	5055
49272	20685
9372	14623
8079	6874
9015	11448
18507	4481
11642	16087
62111	63257
17392	26136
2171	9507
11331	7611
4971	4098
15234	15819
17820	35432
12969	8405
26614	39338
14084	22998
2332	16936
224	23339
19373	15745
10438	10451
6265	38010
15120	10606
7507	14894
1169	784
9999	26774
12927	28343
31851	12279
20126	10911
6920	10756
9904	28277
583	12604
2362	15766
3732	54488
10605	14548
2738	38192
25129	18880
18994	4180
2805	6679
4169	23310
12112	6778
9230	11817
3615	10890
7265	5581
2869	9512
6314	7593
1944	37649
11540	22314
11824	3605
38308	42565
2784	3599
451	10973
28140	24399
24131	35539
1586	3330
14684	32400
17914	7540
4291	4321
126	16573
11554	14283
29457	24761
10182	14617
25288	15779
5289	26408
21056	7324
8418	28988
17820	10606
39568	39563
8937	3455
85	10976
8391	11042
9535	15474
38696	30332
20438	24003
46450	9955
5722	24223
52864	38480
11417	49315
3183	5744
2367	39729
650	2997
8452	9222
5177	34526
31838	6960
11435	44124
1086	5377
35118	25577
1877	40738
4638	6418
10756	6100
4433	2152
23906	1096
14533	19843
12378	41551
34785	8701
7318	6459
7389	9517
2113	2095
38577	14843
12938	13552
12406	7479
5754	1086
7394	15500
21342	39322
2892	2032
7332	14446
7510	16983
7310	4264
3991	11785
13486	12275
21341	37153
5200	6777
2412	8418
2606	37734
8850	6032
451	13577
8541	8241
8180	15565
2323	3624
19105	11545
4468	4467
13969	18584
3552	17070
5508	2294
23732	53955
13488	25767
451	10049
554	1663
24003	26609
28906	19901
28258	22047
3712	3702
6063	23232
17922	17561
14142	12224
19807	22717
3441	30047
1996	4626
5157	14102
2076	12705
146	441
13471	41830
5380	1241
7237	32996
7203	21952
6272	11038
29708	46692
1916	31565
18463	1562
15927	26899
7510	19117
8623	10387
12974	12967
13935	51833
1408	1851
9908	3596
11446	14843
5405	8447
20303	11375
8695	12274
4325	4341
52007	22563
82	2623
13333	9512
117	13318
14290	36829
15303	16936
7975	42352
1381	12199
1242	1712
11832	36073
5077	17233
17438	7157
2868	2880
17022	2752
7301	5440
11349	38044
14255	14288
10657	11634
11839	11859
7884	39003
3708	3637
1944	9872
5691	9066
2445	69
7842	6179
29994	34755
19405	27391
19772	22914
85	27004
9687	9709
1732	534
2964	5661
9828	9867
19468	30763
3157	3151
8546	12420
9904	28986
14255	26963
10934	41943
22747	11511
10222	39722
28458	10960
23087	50692
18544	4372
27408	42017
4980	5613
11864	24662
12021	22288
26291	32765
3976	521
5157	27100
6418	5654
12414	4537
29157	29154
10955	10081
1734	40949
1463	2315
6940	13987
2355	12986
1510	34579
39746	43178
4915	4946
5147	16142
16363	22286
5454	5160
18494	5796
3703	6742
1947	27369
15151	12026
1284	1324
407	410
4918	17746
3460	24884
25872	1468
5170	5036
2319	5428
7597	11453
43990	15936
511	509
10860	60884
8430	7073
6144	10768
75	9648
5861	5854
5088	18483
11083	16320
14981	22752
12441	12493
3587	3709
26797	27380
17189	20329
7512	27482
7697	34252
5144	3630
2853	2894
19793	4375
1900	12160
13975	9595
42509	21704
23377	21045
18398	19238
3300	9319
7002	18273
495	4640
1987	3058
17009	29688
2944	24430
20072	9055
41281	12695
8411	3901
7169	28180
13918	13377
24028	14421
7265	5828
1212	16620
7365	22647
3725	5094
471	33596
5061	3380
8861	20292
2361	3974
1471	1613
2560	19277
12326	17755
7400	45967
11850	32835
8284	17592
19211	15819
5278	2723
13766	22904
26591	29790
5620	8707
2103	9842
5189	19109
11832	16109
9216	3914
1586	6285
1268	27436
5792	22191
5054	8597
10442	30926
19214	7402
429	5120
13704	17586
3610	28863
5157	29585
5497	2294
8922	31885
11126	1572
13704	18188
3820	8255
18398	48579
18852	19175
7972	13735
7578	8601
8033	26051
5155	1945
2208	19653
8752	35906
26231	39995
1314	43202
7233	7263
4061	8053
3616	3713
17776	5884
27992	37405
18462	17592
1733	9607
3388	36648
2322	14877
13106	67
19689	6292
49984	46500
29492	25023
8944	29095
7899	14625
8608	3615
24764	25417
2943	24781
1524	6034
19420	7630
8541	12250
26398	16299
11554	34911
2560	26386
10810	11268
5077	2357
9368	3448
16678	20360
937	901
7634	10831
1188	2804
8643	26372
38583	51918
5157	13192
8835	9130
1666	18189
5463	5476
22736	29569
5618	16654
9421	33756
17452	3574
6960	23050
16497	57140
14600	5666
33133	17601
7632	22324
3077	4166
1103	25352
13333	6679
9984	9790
24766	27265
2367	10097
8217	21938
15672	11854
11270	14693
4610	1210
4468	44426
2053	2021
1103	4855
5775	6124
20557	42001
2081	21191
1496	13587
469	12293
14684	11273
21307	21304
2208	5918
1326	8163
